/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_42_770.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_42_770.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_42_770.jpg,0,0,0,2.59407E-05
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_42_840.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_42_840.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_42_840.jpg,0,0,0,2.347549E-05
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_42_918.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_42_918.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_42_918.jpg,0,0,0,2.259109E-05
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_42_992.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_42_992.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_42_992.jpg,0,0,0,2.265412E-05
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_43_063.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_43_063.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_43_063.jpg,0,0,0,2.338841E-05
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_43_135.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_43_135.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_43_135.jpg,0,0,0,2.2945E-05
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_43_211.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_43_211.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_43_211.jpg,0,0.1028312,0,0.02081586
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_43_285.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_43_285.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_43_285.jpg,0,0.3540423,0,0.2682625
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_43_353.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_43_353.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_43_353.jpg,0,0.535203,0,0.5890875
/Users/gorkembodur/Desktop/Data_udacity/IMG/center_2019_05_08_22_25_43_430.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/left_2019_05_08_22_25_43_430.jpg,/Users/gorkembodur/Desktop/Data_udacity/IMG/right_2019_05_08_22_25_43_430.jpg,0,0.7587572,0,1.185063
